Comments,Processed Comments
"yung charity is not enough, we need structural change","['yung charity is not enough, we need structural change']"
"grabe ang inequality in access to justice, only the rich can afford good lawyers","['grabe ang inequality in access to justice, only the rich can afford good lawyers']"
nakakaiyak ang mga prisoners languishing in jail without trial for years,['nakakaiyak ang mga prisoners languishing in jail without trial for years']
"I believe in rehabilitation not just punishment, we need to reform the prison system","['I believe in rehabilitation not just punishment, we need to reform the prison system']"
"grabe ang overcrowding sa jails, it's a human rights issue","['grabe ang overcrowding sa jails, it's a human rights issue']"
sana maging mas humane ang criminal justice system natin,['sana maging mas humane ang criminal justice system natin']
"yung drug war approach failed, we need public health solutions","['yung drug war approach failed, we need public health solutions']"
"grabe ang lives lost in the war on drugs, those were fathers and mothers and children","['grabe ang lives lost in the war on drugs, those were fathers and mothers and children']"
"nakakaiyak ang mga pamilya ng mga biktima, walang closure at walang hustisya","['nakakaiyak ang mga pamilya ng mga biktima, walang closure at walang hustisya']"
I think drug addiction is a health problem not a criminal problem,['I think drug addiction is a health problem not a criminal problem']
"grabe ang stigma against people struggling with addiction, they need help not jail","['grabe ang stigma against people struggling with addiction, they need help not jail']"
sana mag-shift ang approach sa harm reduction at treatment,['sana mag-shift ang approach sa harm reduction at treatment']
"yung issue about confidential funds is concerning, where did the money go?","['yung issue about confidential funds is concerning, where did the money go?']"
"grabe ang lack of transparency sa gobyerno, we have a right to know","['grabe ang lack of transparency sa gobyerno, we have a right to know']"
"nakakainis ang executive privilege defense, can't hide everything behind that","['nakakainis ang executive privilege defense, can't hide everything behind that']"
"I believe in government accountability, every peso should be accounted for","['I believe in government accountability, every peso should be accounted for']"
"grabe ang audit findings na nai-report ng COA, pero walang nagcoconsequences","['grabe ang audit findings na nai-report ng COA, pero walang nagcoconsequences']"
sana maging may ngipin ang oversight bodies natin,['sana maging may ngipin ang oversight bodies natin']
yung decriminalization of poverty-related offenses is long overdue,['yung decriminalization of poverty-related offenses is long overdue']
grabe ang criminalization ng pagpapastol at ibang gawaing pangkabuhayan ng mahihirap,['grabe ang criminalization ng pagpapastol at ibang gawaing pangkabuhayan ng mahihirap']
nakakaiyak ang mga bata na naaaresto para sa maliliit na krimen ng desperasyon,['nakakaiyak ang mga bata na naaaresto para sa maliliit na krimen ng desperasyon']
"I support restorative justice approaches, punishment is not always the answer","['I support restorative justice approaches, punishment is not always the answer']"
"grabe ang poverty trap, parang designed ang sistema para mahirap makawala","['grabe ang poverty trap, parang designed ang sistema para mahirap makawala']"
"sana mas maraming pathways papalabas sa kahirapan, education, livelihood, health","['sana mas maraming pathways papalabas sa kahirapan, education, livelihood, health']"
yung social mobility is almost impossible without connections or luck sa Pinas,['yung social mobility is almost impossible without connections or luck sa Pinas']
"grabe ang need para sa meritocracy, hindi koneksyon ang basehan ng tagumpay","['grabe ang need para sa meritocracy, hindi koneksyon ang basehan ng tagumpay']"
nakakainis ang old boys network sa corporate at government sectors,['nakakainis ang old boys network sa corporate at government sectors']
I made it through hard work pero I acknowledge na marami akong advantages na wala sa iba,"['I made it through hard work', 'pero I acknowledge na marami akong advantages na wala sa iba']"
"grabe ang imposter syndrome ng mga first-gen professionals, you belong here","['grabe ang imposter syndrome ng mga first-gen professionals, you belong here']"
sana maging mas inclusive ang mga espasyo ng oportunidad,['sana maging mas inclusive ang mga espasyo ng oportunidad']
yung story of resilience is beautiful pero we shouldn't need to be resilient to such things,"['yung story of resilience is beautiful', 'pero we shouldn't need to be resilient to such things']"
grabe ang burden na inilalagay sa mga indibidwal sa sistema na dapat ang problema,['grabe ang burden na inilalagay sa mga indibidwal sa sistema na dapat ang problema']
nakakatuwa at nakakaiyak na kailangang maging bayani para lang mabuhay nang maayos,['nakakatuwa at nakakaiyak na kailangang maging bayani para lang mabuhay nang maayos']
"I believe we can build a better Philippines, it won't be easy pero kaya natin","['I believe we can build a better Philippines, it won't be easy', 'pero', 'kaya natin']"
"grabe ang daming dapat gawin pero start na tayo, even small steps matter","['grabe ang daming dapat gawin', 'pero start na tayo, even small steps matter']"
"sana mas maraming Pilipinong involved sa pagbabago, not just online pero sa aktwal na buhay","['sana mas maraming Pilipinong involved sa pagbabago, not just online', 'pero sa aktwal na buhay']"
Damn bumabawi si Senator Erwin! Im all for him now.,"['Damn bumabawi si Senator Erwin!', 'Im all for him now.']"
like na kita Erwin Tulfo,['like na kita Erwin Tulfo']
I think kaya pinipilit ng senate majority na mag online voting para makapagboto si Bato,"['I think', 'kaya pinipilit ng senate majority na mag online voting para makapagboto si Bato']"
11 BEST SENATE OF THE PHILIPPINES SO FAR my mga Paninindigan 👑🇵🇭🇵🇭🇵🇭,['11 BEST SENATE OF THE PHILIPPINES SO FAR my mga Paninindigan 👑🇵🇭🇵🇭🇵🇭']
Tama ba pagkakaintindi ko kay Cayetano? Need bumoto and AFTER na lang ang discussion? Anong klaseng process yan?,"['Tama ba pagkakaintindi ko kay Cayetano?', 'Need bumoto and AFTER na lang ang discussion?', 'Anong klaseng process yan?']"
Bkit hindi nyo i stream yung laban ni ej vs vitrum,['Bkit hindi nyo i stream yung laban ni ej vs vitrum']
"fun fact: pwede na kayo mag repost, press nyo lang ng matagal yung like","['fun fact: pwede na kayo mag repost, press nyo lang ng matagal yung like']"
"Lawyer or not, you should understand that Risa is right. They should allow someone to attend through video conference, especially during an emergency. But look at the Senate majority they seem to be in a hurry because some of them might end up in jail, while another one is already wanted.
 Marcoleta may be a lawyer, but he is not following the law. Instead, he is protecting someone. This issue is not about whether a person is a lawyer or not; it is about understanding the law and choosing to follow it. The Senate majority appears afraid because many of them are allegedly connected to the flood control scandal.
 At the same time, speaking without enough knowledge can also be harmful. That is why people should first understand the facts before making accusations or conclusions.","['Lawyer or not, you should understand that Risa is right.', 'They should allow someone to attend through video conference, especially during an emergency.', 'But look at the Senate majority they seem to be in a hurry because some of them might end up in jail, while another one is already wanted.', 'Marcoleta may be a lawyer, but he is not following the law.', 'Instead, he is protecting someone.', 'This issue is not about whether a person is a lawyer or not; it is about understanding the law and choosing to follow it.', 'The Senate majority appears afraid because many of them are allegedly connected to the flood control scandal.', 'At the same time, speaking without enough knowledge can also be harmful.', 'That is why people should first understand the facts before making accusations or conclusions.']"
eh diba nasa rule din naman na di ka pwede mag online unless may calamity or what?,['eh diba nasa rule din naman na di ka pwede mag online unless may calamity or what?']
2018 pa yang request ni marcoleta? Kyo ng file nyan dati for Delima?,"['2018 pa yang request ni marcoleta?', 'Kyo ng file nyan dati for Delima?']"
"For DDS:
 📌Muntinlupa RTC Ruling (2020):
 During the detention of former Senator Leila de Lima, the trial court ruled that detention does not qualify as a force majeure. Consequently, she was not allowed to attend or participate in Senate proceedings via videoconferencing.
 Tapos sa nagtatago, papayagan?","['For DDS:', '📌Muntinlupa RTC Ruling (2020):', 'During the detention of former Senator Leila de Lima, the trial court ruled that detention does not qualify as a force majeure.', 'Consequently, she was not allowed to attend or participate in Senate proceedings via videoconferencing.', 'Tapos sa nagtatago, papayagan?']"
nasan yung kanta ni mzhayt na about kay duterte?,['nasan yung kanta ni mzhayt na about kay duterte?']
"Pagaaralan pa daw muna ang pagrerelocate, so it means it’not in their plan in the first place.","['Pagaaralan pa daw muna ang pagrerelocate, so it means it’not in their plan in the first place.']"
Ta is nga DENR,['Ta is nga DENR']
Di niyo pinag aralan bago niyo iapprove? Kailangan muna ba mag balita bago marealize? Department of Environment and Natural Resources na kayo niyan?,"[''Di niyo pinag aralan bago niyo iapprove?', 'Kailangan muna ba mag balita bago marealize?', 'Department of Environment and Natural Resources na kayo niyan?']"
Why sinunspende ng DENR yung pag putol? kasi na call out na?,['Why sinunspende ng DENR yung pag putol? kasi na call out na?']
Mas bagay ang meaning na to➡️Destroyer of Environment and Natural Resources.,['Mas bagay ang meaning na to➡️Destroyer of Environment and Natural Resources.']
papalitan niyo ng seedlings? sa ibang lugar? So bahala na ang mga residente ng Quirino Avenue kasi may seedlings lang naman sa malayo,"['papalitan niyo ng seedlings? sa ibang lugar?', 'So bahala na ang mga residente ng Quirino Avenue', 'kasi may seedlings lang naman sa malayo']"
please! also protect the corals! bo is sit si denr,['please! also protect the corals! bo is sit si denr']
what the??? Ano baa.,"['what the???', 'Ano baa.']"
Ang point ng video is pointless 😂,['Ang point ng video is pointless 😂']
So hindi muna pinag-aralan pala?,['So hindi muna pinag-aralan pala?']
sino exactly and nag bigay ng permit jan from DENR,['sino exactly and nag bigay ng permit jan from DENR']
Ngayon big deal na sa kanila yung legal background na kala mo naman lahat ng senador na nandyan e atty or what 😔,['Ngayon big deal na sa kanila yung legal background na kala mo naman lahat ng senador na nandyan e atty or what 😔']
"TitoSen, Erwin Tulfo, Lacson, The best alyansa talaga! you did not let us down! kulang lang si abalos!","['TitoSen, Erwin Tulfo, Lacson, The best alyansa talaga! you did not let us down! kulang lang si abalos!']"
"To those who are asking what happened, well Cayetano (senate president) wants bato to attend pero online! LIKE WHAT??? And Cayetano added pa na mag botohan raw kung sino ang agree!! That's why Risa, Bam, Lito, Win and other senators walked out.
 My resource:GMA news","['To those who are asking what happened, well Cayetano (senate president) wants bato to attend', 'pero online!', 'LIKE WHAT???', 'And Cayetano added pa na mag botohan raw kung sino ang agree!!', 'That's why Risa, Bam, Lito, Win and other senators walked out.', 'My resource:GMA news']"
where the lie sa sinabi ni sen. tulfo tho?,['where the lie sa sinabi ni sen. tulfo tho?']
sana makahanap ako ng trabaho na kaya ding i adjust ang onsite work into wfh para lang saakin ☺️,"['sana makahanap ako ng trabaho na', 'kaya ding i adjust ang onsite work into wfh para lang saakin ☺️']"
"Maganda yung battle match nato 1000/10. May sense, may tema, may punto at makaka relate lahat ng Pilipino. Parehas panalo for me🔥","['Maganda yung battle match nato 1000/10.', 'May sense, may tema, may punto at makaka relate lahat ng Pilipino.', 'Parehas panalo for me🔥']"
hii its a prank hindi sira speaker mo,['hii its a prank hindi sira speaker mo']
"Senate Resolution No. 391 was filed in May 2017 by then-Senator Francis ""Kiko"" Pangilinan to allow detained Senator Leila de Lima to participate and vote on legislation, subject to court approval.","['Senate Resolution No. 391 was filed in May 2017 by then-Senator Francis ""Kiko"" Pangilinan to allow detained Senator Leila de Lima to participate and vote on legislation, subject to court approval.']"
"To those who are asking what happened, a proposal was raised in the Senate to amend the rules so that senators can participate in sessions remotely through teleconferencing, including during the ongoing impeachment court proceedings. The majority bloc supported discussing and possibly voting on the measure, saying it would allow senators who are unable to physically attend—due to travel, health, or other reasons—to still take part in official legislative work.
 .
 However, minority senators strongly objected, saying the timing and process of the proposal are inappropriate because it is being introduced during an ongoing impeachment trial. They raised concerns about transparency, public trust, and the possibility that rule changes could affect how the proceedings are conducted. Due to the disagreement, several minority senators walked out, which resulted in the loss of quorum and temporarily stopped the Senate session from proceeding.
 credits to ate who spread this!","['To those who are asking what happened, a proposal was raised in the Senate to amend the rules so that senators can participate in sessions remotely through teleconferencing, including during the ongoing impeachment court proceedings.', 'The majority bloc supported discussing and possibly voting on the measure, saying it would allow senators who are unable to physically attend—due to travel, health, or other reasons—to still take part in official legislative work.', 'However, minority senators strongly objected, saying the timing and process of the proposal are inappropriate because it is being introduced during an ongoing impeachment trial.', 'They raised concerns about transparency, public trust, and the possibility that rule changes could affect how the proceedings are conducted.', 'Due to the disagreement, several minority senators walked out, which resulted in the loss of quorum and temporarily stopped the Senate session from proceeding.', 'credits to ate who spread this!']"
"i was told that our past government (not prrd nor pnoy, mas luma pa sa kanila) ang mga nasa position daw ay mga economista, abogado, at mga doctor daw. sana magging batas din na dapat may background tulad ng ganto ulit","['i was told that our past government (not prrd nor pnoy, mas luma pa sa kanila) ang mga nasa position daw ay mga economista, abogado, at mga doctor daw. sana magging batas din na dapat may background tulad ng ganto ulit']"
gets ko na . kasi dati si Trillanes dati hindi sya pinayagan c de Lima hindi din pinayagan lalo na c Enrile. kaya gusto ni Cayetano na pagbotohan kasi lamang sila sa bilang . so sure na pwde si bato makaboto via zoom .. wala naman pandemic bakit kailangan mag online voting .bakit pilit baliin Yun rules?,"['gets ko na . kasi dati si Trillanes dati hindi sya pinayagan c de Lima hindi din pinayagan lalo na c Enrile. kaya gusto ni Cayetano na pagbotohan', 'kasi lamang sila sa bilang . so sure na pwde si bato makaboto via zoom .. wala naman pandemic bakit kailangan mag online voting .bakit pilit baliin Yun rules?']"
legal background ni Robin is yung mapuno.,['legal background ni Robin is yung mapuno.']
"fun fact: pwede na kayo mag repost, pindutin nyo lang ng matagal yung like","['fun fact: pwede na kayo mag repost, pindutin nyo lang ng matagal yung like']"
"My Mali ang balitang ito d nyo pinalabas Yung linya na maganda, my Mali dito","['My Mali ang balitang ito d nyo pinalabas Yung linya na maganda, my Mali dito']"
"Thank God, kakalabas lang namin that time🥺","['Thank God, kakalabas lang namin that time🥺']"
kidapawan city north Cotabato Po. Kasi pag Cotabato lng. saan Banda sa Cotabato. my Cotabato city at my south Cotabato,"['kidapawan city north Cotabato Po.', 'Kasi pag Cotabato lng. saan Banda sa Cotabato. my Cotabato city at my south Cotabato']"
"Naranasan naman namin sa Gaisano Cebu ngkasunod sa parking lot. Grabe parang zombie tsunami palabs from 4th flr pa kami, baba agad kami, ksama baby pa","['Naranasan naman namin sa Gaisano Cebu ngkasunod sa parking lot.', 'Grabe parang zombie tsunami palabs from 4th flr pa kami, baba agad kami, ksama baby pa']"
"ako na since childhood may fear ako sa escalator, like everytime na aapak ako dyan nangangatog ako sa kaba HAHAHAHAHA","['ako na since childhood may fear ako sa escalator, like everytime na aapak ako dyan nangangatog ako sa kaba HAHAHAHAHA']"
grabe 'no kahit saan tlga my aksidente kahit di mo gustuhin..,['grabe 'no kahit saan tlga my aksidente kahit di mo gustuhin..']
dpat talaga with law background yung tatakbo bilang senator.,['dpat talaga with law background yung tatakbo bilang senator.']
"ok lang nmn onoine voting,voting online voting nga sa election pwede dba so why not ito ay di pwede","['ok lang nmn onoine voting,voting online voting nga sa election pwede dba so why not ito ay di pwede']"
Pag-aaralan kung kailan naputol na? Are we going backward? grabeng thinking yarn,"['Pag-aaralan kung kailan naputol na?', 'Are we going backward? grabeng thinking yarn']"
bat di manlang inisip ng DENR Yan bago nila I approve nila?,['bat di manlang inisip ng DENR Yan bago nila I approve nila?']
Maipagpilitan lng ung project. Pra s budget na nman kc. So kelan lalaki ung 50k seedlings? Kaya today?,"['Maipagpilitan lng ung project.', 'Pra s budget na nman kc.', 'So kelan lalaki ung 50k seedlings?', 'Kaya today?']"
"kung kelan nakaputol na ng marami? plus di lang basta puno, yung mga klase ng puno na pinutol is bihira na lang makita sa metro manila","['kung kelan nakaputol na ng marami? plus di lang basta puno, yung mga klase ng puno na pinutol is bihira na lang makita sa metro manila']"
Pag aaralan pa ang relocation? Kaya pala ang bilis maka approve sa pagputol kasi tinatamad pala maghanap ng pang relocation in the first place,"['Pag aaralan pa ang relocation?', 'Kaya pala ang bilis maka approve sa pagputol', 'kasi tinatamad pala maghanap ng pang relocation in the first place']"
E ano ngayon??? Sara padin for impeachment 💚💚💚💚💚,"['E ano ngayon???', 'Sara padin for impeachment 💚💚💚💚💚']"
eh wala nmn tlaga eh db nga personal is guilt hahaha,['eh wala nmn tlaga eh db nga personal is guilt hahaha']
"hindi ngani bagong motion yun nganiii, kasi may 11 pa ngani yung motion na yun nganii, tas mapapag-usapan na yan ngani kung minamadali ba o hindi ngani kung na approved na ang motion nganiii. plenary actions was already valid na ngani, kaya no need to restart the process nganiii","['hindi ngani bagong motion yun nganiii, kasi may 11 pa ngani yung motion na yun nganii, tas mapapag-usapan na yan ngani kung minamadali ba o hindi ngani kung na approved na ang motion nganiii. plenary actions was already valid na ngani, kaya no need to restart the process nganiii']"
I think you were wrong. There's no war in Ba Sing SE,"['I think you were wrong.', 'There's no war in Ba Sing SE']"
hoyy ate pupunta kmi bukas sa sm mall bibili kmi Ng school supplies ko 😭huhu bakit nmn I'm scared na😭😭,['hoyy ate pupunta kmi bukas sa sm mall bibili kmi Ng school supplies ko 😭huhu bakit nmn I'm scared na😭😭']
"Ngayon nyo pa lang pag-aaralan na i-relocate? Hindi naging option yon before mag start yung project? 🤦🏻‍♀️Nasaan na seedlings? Wala pa rin, naputol na wala pa ipampapalit? Ano balak sa areas na pinutulan ng puno, urban gardening? Ano at magkano naman plano doon? 🙄","['Ngayon nyo pa lang pag-aaralan na i-relocate?', 'Hindi naging option yon before mag start yung project? 🤦🏻‍♀️Nasaan na seedlings?', 'Wala pa rin, naputol na wala pa ipampapalit?', 'Ano balak sa areas na pinutulan ng puno, urban gardening?', 'Ano at magkano naman plano doon? 🙄']"
"ang dami dami dapat i critique sa video tas sasabi nyo ""eh ano namn?"" deym","['ang dami dami dapat i critique sa video tas sasabi nyo ""eh ano namn?"" deym']"
"former General, why kami magugulat ?","['former General, why kami magugulat ?']"
Alam na this,['Alam na this']
ok so magwalkout na lang? 😂,['ok so magwalkout na lang? 😂']
HINDI PA TALAGA HANDA ANG ILANG NASA GOBYERNO NA MARINIG ANG KATOTOHANAN NG DI NAPIPIKON! nakalimot si hontiveros sa resolution nila about de lima.,['HINDI PA TALAGA HANDA ANG ILANG NASA GOBYERNO NA MARINIG ANG KATOTOHANAN NG DI NAPIPIKON! nakalimot si hontiveros sa resolution nila about de lima.']
