Comments,Processed Comments
"Enroll nyo mga anak nyo sa New Era University 100 percent walang komunista, fraternity at sorority dahil bawal na bawal yan dun","['Enroll nyo mga anak nyo sa New Era University 100 percent walang komunista', 'fraternity at sorority dahil bawal na bawal yan dun']"
Pano kung kamag anak nyo na recruit? Pano pag kamag anak o anak nyo ang naging karne norte? Dapat ma stop na yang mga NPA na yan.,"['Pano kung kamag anak nyo na recruit?', 'Pano pag kamag anak o anak nyo ang naging karne norte?', 'Dapat ma stop na yang mga NPA na yan.']"
sayang......ga tiktok nlang unta ka tapos namaligya.... malipay pa cguro imong mama nga mka kwarta ug mka tabang nila......,"['sayang......ga tiktok nlang unta ka tapos namaligya....', 'malipay pa cguro imong mama nga mka kwarta ug mka tabang nila......']"
Kaylangan talaga banrayan ang mga kabataan dyan sa UP. Dami na namumundok.,"['Kaylangan talaga banrayan ang mga kabataan dyan sa UP.', 'Dami na namumundok.']"
yong crush mo noon binabayo na pala ni commander. 🤣,['yong crush mo noon binabayo na pala ni commander. 🤣']
"Dapat kc unahin dyan ung mga nasa kongreso na mki NPA'shelving themselves to be called""honorables''kaya kyong mga studyante'wag kyong pauto sa mga organizers at mga prof nyo na aakyat kyo ng bundok pra mgresearch kunuhay dhil dyn lng kyo mapapahamak!!!","['Dapat kc unahin dyan ung mga nasa kongreso na mki NPA'shelving themselves to be called""honorables''kaya kyong mga studyante'wag kyong pauto sa mga organizers at mga prof nyo na aakyat kyo ng bundok pra mgresearch kunuhay dhil dyn lng kyo mapapahamak!!!']"
"matagal ng sinasabi iyan at common knowledge na rin. kaya sa mga magulang pag napansin na masyado ng kritikal at mapusok ang damdamin ng mga anak sa bulok ng gobyerno, medyo kausapin na ang mga ito at gabayan.","['matagal ng sinasabi iyan at common knowledge na rin.', 'kaya sa mga magulang pag napansen na masyado ng kritikal at mapusok ang damdamin ng mga anak sa bulok ng gobyerno', 'medyo kausapin na ang mga ito at gabayan.']"
Immersion with full combat gear and m16 pa,['Immersion with full combat gear and m16 pa']
Ng Parausan🖕,['Ng Parausan🖕']
"Ang binomba yung mga Bata na gsto ng pagbabago, Ang Malaya Yung mga gumagawa ng kasamaan at ayaw ng pagbabago,","['Ang binomba yung mga Bata na gsto ng pagbabago', 'Ang Malaya Yung mga gumagawa ng kasamaan at ayaw ng pagbabago']"
"Sayang yung mga kabataan na nauuto pa rin ng makakaliwang grupo..tingnan nila yung andoon sa congress/senate sarap ng buhay..samantala, kawawa yung andoon sa bundok nakikipaglaban..","['Sayang yung mga kabataan na nauuto pa rin ng makakaliwang grupo..tingnan nila yung andoon sa congress/senate sarap ng buhay..samantala', 'kawawa yung andoon sa bundok nakikipaglaban..']"
Di pinagbigyan kya pinalabas na dedo na engkwentro 🤣🤣,['Di pinagbigyan kya pinalabas na dedo na engkwentro 🤣🤣']
Student researcher? para sa anong subject? pinayagan ng prof pumunta sa bundok? dapat managot ang prof at school kung ganyan ang dahilan nila. Saka anong course ba nag ooffer ng subject na galing sa ibat ibang school ang mga studyante kasi kung research yan bakit galing sa ibat ibang school.,"['Student researcher?', 'para sa anong subject?', 'pinayagan ng prof pumunta sa bundok?', 'dapat managot ang prof at school kung ganyan ang dahilan nila.', 'Saka anong course ba nag ooffer ng subject na galing sa ibat ibang school ang mga studyante kasi kung research yan bakit galing sa ibat ibang school.']"
May accountability ba ang State U gaya ng UP sa pag papabaya sa mga aktibidades ng mga maka komunista na organisasyon sa loob ng kanilang bakuran? Pera ng taong bayan ang nagpo pondo para kayo ay patuloy na maging pundasyon ng edukasyon at tamang pag uugali ng mga iskolar ng bayan. Pero ang pondo din na yan ng taong bayan (buwis ng mga magulang) ang ginagamit niyo para hayaan ang mga kabataan ay maligaw ng landas at mawalay sa kanilang mga mahal sa buhay. What an irony. Kawawang mga magulang na nag babayad ng buwis at in danger na mawalan ng anak sa bakbakan laban sa gobyerno.,"['May accountability ba ang State U gaya ng UP sa pag papabaya sa mga aktibidades ng mga maka komunista na organisasyon sa loob ng kanilang bakuran?', 'Pera ng taong bayan ang nagpo pondo para kayo ay patuloy na maging pundasyon ng edukasyon at tamang pag uugali ng mga iskolar ng bayan.', 'Pero ang pondo din na yan ng taong bayan (buwis ng mga magulang) ang ginagamit niyo para hayaan ang mga kabataan ay maligaw ng landas at mawalay sa kanilang mga mahal sa buhay.', 'What an irony.', 'Kawawang mga magulang na nag babayad ng buwis at in danger na mawalan ng anak sa bakbakan laban sa gobyerno.']"
Ok lang yan sawa na naman si commander sa kanila 😂😂😂 ibang bagong recruit na naman daw titikman nila 😂😂😂🖕,"['Ok lang yan sawa na naman si commander sa kanila 😂😂😂', 'ibang bagong recruit na naman daw titikman nila 😂😂😂🖕']"
"Ipinapadala yang mga estudyante para i sacrifice para pag dating sa media magmumhang masama ang mga sundalo dahil estundyante ang napatay, gising mga kabataan, ginagawa lang kayong sacrifice para masira ang imahe ng gobyerno","['Ipinapadala yang mga estudyante para i sacrifice para pag dating sa media magmumhang masama ang mga sundalo dahil estundyante ang napatay', 'gising mga kabataan', 'ginagawa lang kayong sacrifice para masira ang imahe ng gobyerno']"
"Congratulations GRADUATE NA, Who's Next","['Congratulations GRADUATE NA', 'Who's Next']"
for sure kapag nakapatay yan ng sundalo.. walang maaawa sa sundalo.. parang ayos lang sa iba. dahil trabaho daw naman nila yun.,"['for sure kapag nakapatay yan ng sundalo..', 'walang maaawa sa sundalo..', 'parang ayos lang sa iba.', 'dahil trabaho daw naman nila yun.']"
ask the parent kung alam nila na may ganun na activity ang anak nila.. at kung pinayagan ba nila..,"['ask the parent kung alam nila na may ganun na activity ang anak nila..', 'at kung pinayagan ba nila..']"
Napakahirap makapasok sa UP pero sinasayang lang ng mga NPA nato. 🤦🤦🤦,['Napakahirap makapasok sa UP pero sinasayang lang ng mga NPA nato. 🤦🤦🤦']
"Dapat pumasok nlng sya sa PNPA ganun din namn yun ganun din training may mas madadagdagan pa kaalamn ,hirap talaga pag subrang talino madaling mamatay..","['Dapat pumasok nlng sya sa PNPA ganun din namn yun ganun din training may mas madadagdagan pa kaalamn', 'hirap talaga pag subrang talino madaling mamatay..']"
Dapat lang kayong maubos mga salot sa lipunan. #NoToCPPNPANDF,"['Dapat lang kayong maubos mga salot sa lipunan.', '#NoToCPPNPANDF']"
"Ganyan ang recruitment nakakapang lason sa isip ng bata, kaya advice ko lang dyan sa mga parent, pls early palang educate your kids (inside your home)how outside world works bago pa malason isip nila because we never know how far could this get.","['Ganyan ang recruitment nakakapang lason sa isip ng bata', 'kaya advice ko lang dyan sa mga parent', 'pls early palang educate your kids (inside your home)how outside world works bago pa malason isip nila because we never know how far could this get.']"
"Hello Ma’am Tuesday.

Ganito kasi yan, diba may tinatawag na confidential funds. Tapos yung gumagamit sa tama non, pinapa impeach nyo. Imbes ma pigilan ang recruitment sa mga studyante eh hindi na namomonitor ng maayos.

Kayong mga artista, parati nyong ginagamit ang platform nyo para maging woke. Para kumontra sa mga Duterte. Kesho kinulimbat yung pera. Pero di nyo mapatunayan. Yung admin ngayon, di nyo naman ma criticize. Yung mga kapwa nyo artista, pumanig na sa UniPink.

So bale ang mangyayari po dyan, mas pinalakas nyo lang po yung recruitment sa mga namumundok. Kasi ang root cause po ng armed struggle ay poverty. Wala naman kayong ginawa para ma puksa ang kahirapan ngayon. Wala nga tayong ff up sa pag alis ng VAT na nagpapahirap sa pag taas ng bilihin lalo na sa langis. Di nga kayo umiimik sa isyu ng maleta na naka private helis and planes. Kawawa po yung kabataan, kawawa din po yung mga sundalo.

Habang may tatsulok po. Kawawa tayong lahat, pilipino laban sa pilipino.","['Hello Ma’am Tuesday.', 'Ganito kasi yan', 'diba may tinatawag na confidential funds.', 'Tapos yung gumagamit sa tama non', 'pinapa impeach nyo.', 'Imbes ma pigilan ang recruitment sa mga studyante eh hindi na namomonitor ng maayos.', 'Kayong mga artista', 'parati nyong ginagamit ang platform nyo para maging woke.', 'Para kumontra sa mga Duterte.', 'Kesho kinulimbat yung pera.', 'Pero di nyo mapatunayan.', 'Yung admin ngayon', 'di nyo naman ma criticize.', 'Yung mga kapwa nyo artista', 'pumanig na sa UniPink.', 'So bale ang mangyayari po dyan', 'mas pinalakas nyo lang po yung recruitment sa mga namumundok.', 'Kasi ang root cause po ng armed struggle ay poverty.', 'Wala naman kayong ginawa para ma puksa ang kahirapan ngayon.', 'Wala nga tayong ff up sa pag alis ng VAT na nagpapahirap sa pag taas ng bilihin lalo na sa langis.', 'Di nga kayo umiimik sa isyu ng maleta na naka private helis and planes.', 'Kawawa po yung kabataan', 'kawawa din po yung mga sundalo.', 'Habang may tatsulok po.', 'Kawawa tayong lahat', 'pilipino laban sa pilipino.']"
Gusto lang naman nila mag PUBG live sa bundok eh. 🤣,['Gusto lang naman nila mag PUBG live sa bundok eh. 🤣']
Hindi ko ma tag si Risa Hontiveros naka blocked na ata ako eh lagi ko pa namang menimentioned yun pag may nahuli at napatay na mga bata nila.🤣,['Hindi ko ma tag si Risa Hontiveros naka blocked na ata ako eh lagi ko pa namang menimentioned yun pag may nahuli at napatay na mga bata nila.🤣']
sa sobrang tamang hinala mo at gusto mo maging play safe gumawa ka pa ng bagong account para lang harapin ako MASYADO KANG MAHINANG NILALANG!!,['sa sobrang tamang hinala mo at gusto mo maging play safe gumawa ka pa ng bagong account para lang harapin ako MASYADO KANG MAHINANG NILALANG!!']
tapos yung mga naka heart at like react pa sa iyo mga self righteous na introvert na mong mong magsama sama kayong mga totoong weirdo!!,['tapos yung mga naka heart at like react pa sa iyo mga self righteous na introvert na mong mong magsama sama kayong mga totoong weirdo!!']
Ngayon sabihin ng mga anti duterte na mali sya,['Ngayon sabihin ng mga anti duterte na mali sya']
"This is why the people or organizations that brought her to the rebel-infested communities should be liable as well. Walang risk assessment and coordination ng magtungo sa remote community. 
 
Pero napaka hindi patas naman na bansagang terorista ang mga biktima liban kung mapatunayan.","['This is why the people or organizations that brought her to the rebel-infested communities should be liable as well.', 'Walang risk assessment and coordination ng magtungo sa remote community.', 'Pero napaka hindi patas naman na bansagang terorista ang mga biktima liban kung mapatunayan.']"
Ganyan talaga ang Buhay.. Ikaw Ang madedesisyon.. kanan ba o kaliwa.. Kun saan kaman mapunta .. walang dapat sisihin kundi Sarili mo lang.,"['Ganyan talaga ang Buhay..', 'Ikaw Ang madedesisyon..', 'kanan ba o kaliwa..', 'Kun saan kaman mapunta ..', 'walang dapat sisihin kundi Sarili mo lang.']"
"Kasalanan nya yan nagpauto sya sumama sya sa mga taong di mo malaman kung anong pinaglalaban masabi lng n nakikibaka ayun sama agad,e di nakita nya hinahanap nya yun nga lng pnghabangbuhay na aral nakamtan nya......","['Kasalanan nya yan nagpauto sya sumama sya sa mga taong di mo malaman kung anong pinaglalaban masabi lng n nakikibaka ayun sama agad', 'e di nakita nya hinahanap nya yun nga lng pnghabangbuhay na aral nakamtan nya......']"
Nag relax yata ang NTF ELCAC. Dami na naman cgurong new recruits. Sa bagay parang walang paki ang admin ngayon.,"['Nag relax yata ang NTF ELCAC.', 'Dami na naman cgurong new recruits.', 'Sa bagay parang walang paki ang admin ngayon.']"
Nagiiyakan na naman mga tao sa Reddit neto,['Nagiiyakan na naman mga tao sa Reddit neto']
"Mga taga manila lang ang nauuto ng mga rebelde.
.
Lahat ng taga deep provinces alam to, na ang pondo ng mga yan ay galing sa extortion na ginagawa sa mga landowner sa probinsya, tapos sasabihin nila para sa bayan? Eh baril palang ang kapangyarihan nila ay corrupt na sila? Ang mga sumasali lang na lalaki dyan sa probinsya ay yung mga batugan na ayaw magsaka, gusto nalang ng kapangyarihan gamit ang dahas. Open secret nang yang mga babaeng aktibista na nauuto nila ay ginagawa lang parausan sa bundok, pag panget ginagawa nilang pangpain sa sundalo.","['Mga taga manila lang ang nauuto ng mga rebelde.', 'Lahat ng taga deep provinces alam to', 'na ang pondo ng mga yan ay galing sa extortion na ginagawa sa mga landowner sa probinsya', 'tapos sasabihin nila para sa bayan?', 'Eh baril palang ang kapangyarihan nila ay corrupt na sila?', 'Ang mga sumasali lang na lalaki dyan sa probinsya ay yung mga batugan na ayaw magsaka', 'gusto nalang ng kapangyarihan gamit ang dahas.', 'Open secret nang yang mga babaeng aktibista na nauuto nila ay ginagawa lang parausan sa bundok', 'pag panget ginagawa nilang pangpain sa sundalo.']"
Tanggalin sa pribelehiyo ng state sponsorship. Kung Jan lang naman napupunta tax ko at ikamamatay ng mga kabataan.,"['Tanggalin sa pribelehiyo ng state sponsorship.', 'Kung Jan lang naman napupunta tax ko at ikamamatay ng mga kabataan.']"
No wonder daming NPA sa congress kasi kahit na matatalino nabudol pa sa mga NPA. Easy money lang talaga pag naging NPA ka. Imagine nag camping ka lang sa bundok at may sahod pa..,"['No wonder daming NPA sa congress kasi kahit na matatalino nabudol pa sa mga NPA.', 'Easy money lang talaga pag naging NPA ka.', 'Imagine nag camping ka lang sa bundok at may sahod pa..']"
Parang si Risa na un pumalit kay Joma Sison,['Parang si Risa na un pumalit kay Joma Sison']
Sawa na si Commander kaya pwede kana gawing frontliner sa bakbakan 😭,['Sawa na si Commander'.'kaya pwede kana gawing frontliner sa bakbakan 😭']
Kung tutuusin paldo pa rn si Kumander haha,['Kung tutuusin paldo pa rn si Kumander haha']
Nasa student na talaga kung magpa tanga... cant think for themselves..,"['Nasa student na talaga kung magpa tanga...','cant think for themselves..']"
"meron napatay n PLM student na babae sa Mindoro - Member ng Kabataan partylist. Ngayon nmn UP DILIMAN student na chairman ng LFS. Mga naniwala sila sa ideology ni Marx, Lenin, Mao tsetung at Joma Sison. Naabuso ang kanilang idealismo. SAYANG. Condolence sa pamilya.","['meron napatay n PLM student na babae sa Mindoro - Member ng Kabataan partylist.', 'Ngayon nmn UP DILIMAN student na chairman ng LFS.', 'Mga naniwala sila sa ideology ni Marx', 'Lenin', 'Mao tsetung at Joma Sison.', 'Naabuso ang kanilang idealismo.', 'SAYANG.', 'Condolence sa pamilya.']"
Sad na naman si kumander,['Sad na naman si kumander']
Ano na naman research uleh oh!.. Medical Mission na naman 😎😎😎,"['Ano na naman research uleh oh!..', 'Medical Mission na naman 😎😎😎']"
"Ang pagpatay sa isang aktibistang na-red-tag ay maituturing na extrajudicial killing (EJK), kahit na nangyari ito sa isang komunidad na may kilalang presensya ng New People’s Army (NPA). Sa ilalim ng batas ng Pilipinas at mga internasyonal na pamantayan, ang pagkakaroon ng insurhensya ay hindi nagbibigay-katwiran sa sadyang pagpatay sa isang tao nang walang patas na paglilitis","['Ang pagpatay sa isang aktibistang na-red-tag ay maituturing na extrajudicial killing (EJK)', 'kahit na nangyari ito sa isang komunidad na may kilalang presensya ng New People’s Army (NPA).', 'Sa ilalim ng batas ng Pilipinas at mga internasyonal na pamantayan', 'ang pagkakaroon ng insurhensya ay hindi nagbibigay-katwiran sa sadyang pagpatay sa isang tao nang walang patas na paglilitis']"
Then sasabihin na naman ng human rights na kumunista at pulpol na bandidong NPA e estudyante na nagreresearch lang.Magpapaawa na naman at may mga ganid na politikong magbibida bida at sisigaw sigawan ang mga kawawang Sundalong Pumoprotekta sa bansa at mga estudyante.Gigipitin na naaman ang militar.Palalabasin na naman na mga Sundalo ang mali at may kasalanan?,"['Then sasabihin na naman ng human rights na kumunista at pulpol na bandidong NPA e estudyante na nagreresearch lang.', 'Magpapaawa na naman at may mga ganid na politikong magbibida bida at sisigaw sigawan ang mga kawawang Sundalong Pumoprotekta sa bansa at mga estudyante.', 'Gigipitin na naaman ang militar.', 'Palalabasin na naman na mga Sundalo ang mali at may kasalanan?']"
Paldo na naman si komander 🤣,['Paldo na naman si komander 🤣']
"Ang huling sarap na pala ni commander,,, 🤣","['Ang huling sarap na pala ni commander', '🤣']"
na double penetration ng mga cadre at ni kumander,['na double penetration ng mga cadre at ni kumander']
"Ito mga tao na madaling mauto at ma doktrinahan.

*Present-focused (hindi long-term mag-isip)
*High trust / madaling magtiwala
*Low critical thinking (kahit matalino)
*Emotion-driven decisions
*Fixed mindset (hindi flexible mag-isip)

Hindi porket matalino = hindi na mauuto.
May mga taong mataas ang IQ pero:

*kulang sa skepticism
*hindi sanay sa independent thinking","['Ito mga tao na madaling mauto at ma doktrinahan.', '*Present-focused (hindi long-term mag-isip)', '*High trust / madaling magtiwala', '*Low critical thinking (kahit matalino)', '*Emotion-driven decisions', '*Fixed mindset (hindi flexible mag-isip)', 'Hindi porket matalino = hindi na mauuto.', 'May mga taong mataas ang IQ pero:', '*kulang sa skepticism', '*hindi sanay sa independent thinking']"
"Ayaw nila ng tahimik na buhay, gusto nila sa bundok. Haha","['Ayaw nila ng tahimik na buhay', 'gusto nila sa bundok.', 'Haha']"
Youth researchers na sinamahan ng mga local guides. Yung mga armas pang protekta lang nila yun kontra sa mga hayup sa gubat. Cornedbeef tuloy. 🤣🤣,"['Youth researchers na sinamahan ng mga local guides.', Yung mga armas pang protekta lang nila yun kontra sa mga hayup sa gubat.', 'Cornedbeef tuloy. 🤣🤣']"
Dumadami na naman sila dahil sa palala na kurapsyon sa bansa.,['Dumadami na naman sila dahil sa palala na kurapsyon sa bansa.']
Dpt ksi ung UP palitan na gawin ng university of NPA hahaha,['Dpt ksi ung UP palitan na gawin ng university of NPA hahaha']
isang santo na nmn ang nalagas 😂,['isang santo na nmn ang nalagas 😂']
"Yung isa dun sa napatay na npa, faculty member pa ng u.p tsktsk","['Yung isa dun sa napatay na npa', 'faculty member pa ng u.p tsktsk']"
"Imbes na mag contribute sa society, Ayun nag contribute Siya ng healthy ecosystem sa bundok","['Imbes na mag contribute sa society', 'Ayun nag contribute Siya ng healthy ecosystem sa bundok']"
"sayang yung tax na pina-aral sa kanya, naging rebelde pa!!!!","['sayang yung tax na pina-aral sa kanya', 'naging rebelde pa!!!!']"
kapag nasa up bantayan nyu kapag nagpopost na yan sa fb mas lalo kung kakampink sya at up bantayan nyu,['kapag nasa up bantayan nyu kapag nagpopost na yan sa fb mas lalo kung kakampink sya at up bantayan nyu']
efas lang ya efas,['efas lang ya efas']
Buti na lang hndi naging black leather ang sofa kundi iba ang iisipin ko.,['Buti na lang hndi naging black leather ang sofa kundi iba ang iisipin ko.']
ang mga npa gobyerno at skwelahan na. kaya ready na kayo tumangap.,"['ang mga npa gobyerno at skwelahan na.', 'kaya ready na kayo tumangap.']"
yung intro palang alam mo na sa backround 🤣,['yung intro palang alam mo na sa backround 🤣']
"Are there any investigations against UP? Kasi pag may encounter ang AFP at CPP-NPA at pag may casualties laging nasasama yung name ng school, wala bang ginagawa ang CHED at Government regarding this? Mas matagal pa to sa flood control eh.","['Are there any investigations against UP?', 'Kasi pag may encounter ang AFP at CPP-NPA at pag may casualties laging nasasama yung name ng school', 'wala bang ginagawa ang CHED at Government regarding this?', 'Mas matagal pa to sa flood control eh.']"
Di nman sila kawalan kung icocornbeef sila ng AFP tsaka desisyon nila yan na magpagamit sa mga mayayamang negosyante at pulitiko na nasa Luzon.,['Di nman sila kawalan kung icocornbeef sila ng AFP tsaka desisyon nila yan na magpagamit sa mga mayayamang negosyante at pulitiko na nasa Luzon.']
"Mga delusional na gen-Z, kala mo malaki impact nila sa lipunan kapag sumanib sila sa pinaglalaban ng NPA.","['Mga delusional na gen-Z', 'kala mo malaki impact nila sa lipunan kapag sumanib sila sa pinaglalaban ng NPA.']"
Casting couch kaso sa NPA na draft 😂✌️,['Casting couch kaso sa NPA na draft 😂✌️']
"We have a fucked up government tapos may ganito pa, its just sad.","['We have a fucked up government tapos may ganito pa', 'its just sad.']"
ito na sya sheesh,['ito na sya sheesh']
And universities are tolerating this nefarious activities inside of their campus. Sila pa galit sa red tagging,"['And universities are tolerating this nefarious activities inside of their campus.', 'Sila pa galit sa red tagging']"
"Diko maisip kng pano nila na brebrainwash mga kabataan matatalino pa nmn, di kaya may mga sayad mga batang ito?🙄🤔","['Diko maisip kng pano nila na brebrainwash mga kabataan matatalino pa nmn', 'di kaya may mga sayad mga batang ito?🙄🤔']"
Habulin ang confidential funds ni VP para di na mapansing buhay ulit ang NPA recruitment sa campuses,['Habulin ang confidential funds ni VP para di na mapansing buhay ulit ang NPA recruitment sa campuses']
close nyo na UP if nagccreate lang sila ng terorista sa bansa,['close nyo na UP if nagccreate lang sila ng terorista sa bansa']
kadalasang target nila eh yung mga idealistic na kabataan.,['kadalasang target nila eh yung mga idealistic na kabataan.']
tanga kasi sila yun lang yun,['tanga kasi sila yun lang yun']
yung mga pacool kids na feeling above s lahat. Yan madali matarget ng npa,"['yung mga pacool kids na feeling above s lahat.', 'Yan madali matarget ng npa']"
"you just need make them feel important. Madaling ma brainwashed yung mga passionate idealistic student na feeling nila they can make a big change sa current society. Just frustrate them sa takbo ng current society then offer an alternative sabay mag nitpick ka ng mga cases portraying that alternative a permanent solution. They will portray themselves as champion of the poor and a hero of true justice sabay pabida sa mga ""natulungan"" nilang mga magsasaka/ mahihirap laban sa mga land grabber/ mining companies. Di na ako magtataka if some of them suffers main character syndrome or have a hero complex, martyr complex and/or savior complex.","['you just need make them feel important.', 'Madaling ma brainwashed yung mga passionate idealistic student na feeling nila they can make a big change sa current society.', 'Just frustrate them sa takbo ng current society then offer an alternative sabay mag nitpick ka ng mga cases portraying that alternative a permanent solution.', 'They will portray themselves as champion of the poor and a hero of true justice sabay pabida sa mga ""natulungan"" nilang mga magsasaka/ mahihirap laban sa mga land grabber/ mining companies.', 'Di na ako magtataka if some of them suffers main character syndrome or have a hero complex', 'martyr complex and/or savior complex.']"
"When she's alive: PROUD NPA
when she's Dead: human rights activists. 🤣🤣🤣🤣🤣
Studyante tapos napatay sa bundok may hawak na armas?? 🤣🤣🤣","['When she's alive: PROUD NPA', 'when she's Dead: human rights activists. 🤣🤣🤣🤣', 'Studyante tapos napatay sa bundok may hawak na armas??🤣🤣🤣']"
TAMA !! MGA MAGULANG HINGI NG TOLONG SA GOBYERNO PARA MAKAPAG ARAL ANAG ANAK !! TAPOS ANG ANAK NAPASAMA LANG SA MGA WALANG KWENTANG UTAK NPA !!!! ANG GOSTO LANG NANG GOBYERNO KAYA PINA ARAL NG LIBRE O SKOLAR NG BAYAN PARA MAKA TOLONG SA MGA MAGULANG AT MGA KAPATID !! HINDI PARA LUMABAN SA GOBYERNONG NAG PA ARAL SA KANILA !!! 🤔🤔🤔🤔,"['TAMA !!', 'MGA MAGULANG HINGI NG TOLONG SA GOBYERNO PARA MAKAPAG ARAL ANAG ANAK !!', 'TAPOS ANG ANAK NAPASAMA LANG SA MGA WALANG KWENTANG UTAK NPA !!!!', 'ANG GOSTO LANG NANG GOBYERNO KAYA PINA ARAL NG LIBRE O SKOLAR NG BAYAN PARA MAKA TOLONG SA MGA MAGULANG AT MGA KAPATID !!', 'HINDI PARA LUMABAN SA GOBYERNONG NAG PA ARAL SA KANILA !!!🤔🤔🤔🤔']"
"UP should be accountable for the deaths of their students.
Promote NTF-ELCAC to destroy and remove those recruiters inside of universities. 
Kawawa lang mga studyante na nauuto ng doktrina at ideolohiya ng CPP.","['UP should be accountable for the deaths of their students.', 'Promote NTF-ELCAC to destroy and remove those recruiters inside of universities.', 'Kawawa lang mga studyante na nauuto ng doktrina at ideolohiya ng CPP.']"
literal na research defense,['literal na research defense']
"paki namin, mga batang communista mahilig mag-alyansa lang ang alam di nakikita ang tunay na ginagawa ng gobyerno para lang ikaunlad ng bansa","['paki namin', 'mga batang communista mahilig mag-alyansa lang ang alam di nakikita ang tunay na ginagawa ng gobyerno para lang ikaunlad ng bansa']"
Nag cacamping lang si Ka Allysa binaril nyo na.,['Nag cacamping lang si Ka Allysa binaril nyo na.']
"Researchers na naka combat gear?
https://www.facebook.com/share/p/1HMCQAKvBJ/","['Researchers na naka combat gear?', 'https://www.facebook.com/share/p/1HMCQAKvBJ/']"
"Gusto natin e eradicate ang NPA pero yung corrupt government ayaw natin e eradicate? E kaya may NPA kasi may government na corrupt. E eradicate mo yung Corrupt Government mamatay sa natural death ang lahat ng rebeldeng grupo. 
Ang root cause ng lahat nyan ay corrupt na gobierno.","['Gusto natin e eradicate ang NPA pero yung corrupt government ayaw natin e eradicate?', 'E kaya may NPA kasi may government na corrupt.', 'E eradicate mo yung Corrupt Government mamatay sa natural death ang lahat ng rebeldeng grupo.', 'Ang root cause ng lahat nyan ay corrupt na gobierno.']"
"artista man d.i na sya sa una..
Alyssa Alano :)","['artista man d.i na sya sa una..
Alyssa Alano :)']"
kawawa pla mga student na mga naloloko nila,['kawawa pla mga student na mga naloloko nila']
pa send link,['pa send link']
Kaya wag na dapat botohin yung mga politicong sumusuporta s makakaliwa or makakaliwa sila mismo..,['Kaya wag na dapat botohin yung mga politicong sumusuporta s makakaliwa or makakaliwa sila mismo..']
Lungkot na si kumander.. wla ng katabi sa pagtulog.,"['Lungkot na si kumander..', 'wla ng katabi sa pagtulog.']"
na Yan😄,['na Yan😄']
Maawa kayo s mga anak nyo baka hnd Nyo na alm ang gingawa nila Baka na hypnotice na sila ng mga npa group tanungin siyasatin,"['Maawa kayo s mga anak nyo baka hnd Nyo na alm ang gingawa nila', 'Baka na hypnotice na sila ng mga npa group tanungin siyasatin']"
hindi tumagos sa mga mabalasik na AFP si NPA Alano. Bounce na panghabang buhay,"['hindi tumagos sa mga mabalasik na AFP si NPA Alano.', 'Bounce na panghabang buhay']"
"yeah were dead wrong, our children are not safe inside universities kasi puros mkakaliwa na wlang ginawa kundi lasunin isipan ng kabataan ang andun,","['yeah were dead wrong', 'our children are not safe inside universities kasi puros mkakaliwa na wlang ginawa kundi lasunin isipan ng kabataan ang andun']"
"ilan na po ba ang warning na nakita natin d ba may dalawa ng university student din ang nadakip ng mga militar nan nasa bundok kaso pinag tatanggol ng mga partylist na d daw yun mga NPA ,pero ngayun d na sila maka ngaw2 kasi may na cornbeef na  natuluyan na sa delesyun nilang tama sila,","['ilan na po ba ang warning na nakita natin d ba may dalawa ng university student din ang nadakip ng mga militar nan nasa bundok kaso pinag tatanggol ng mga partylist na d daw yun mga NPA', 'pero ngayun d na sila maka ngaw2 kasi may na cornbeef na natuluyan na sa delesyun nilang tama sila']"
Marxist pa more,['Marxist pa more']
or na Deads di sila proud pagiging NPA nila??ganun ba yon??nag reresearch lang sila??so anong point ng pinaglalaban nila??,"['or na Deads di sila proud pagiging NPA nila??', 'ganun ba yon??', 'nag reresearch lang sila??', 'so anong point ng pinaglalaban nila??']"
Ea ng matatandang komander pagkatapos pagsawaan sinasabak sa labanan at iiwan para sa next phase ng plano nila: magsisigaw sigawan na palayain sila bilang political prisoner,['Ea ng matatandang komander pagkatapos pagsawaan sinasabak sa labanan at iiwan para sa next phase ng plano nila: magsisigaw sigawan na palayain sila bilang political prisoner']
"Noong buhay pa-NAG RESEARCH 
Nang namatay na- THE SEARCH IS OVER","['Noong buhay pa-NAG RESEARCH', 'Nang namatay na- THE SEARCH IS OVER']"
"KITA KO LANG SA NAG COMMENT , HAHAHAHA","['KITA KO LANG SA NAG COMMENT', 'HAHAHAHA']"
Pa bukid pa more may bitbit M16!,['Pa bukid pa more may bitbit M16!']
"Dre ni padulong ang confidential funds ni Sarah, to protect the students from brainwashing to this demon NPA TERRORIST maong suko kaayo na sila mga MACABAYAN Bloc sa kongreso, that the reality","['Dre ni padulong ang confidential funds ni Sarah', 'to protect the students from brainwashing to this demon NPA TERRORIST maong suko kaayo na sila mga MACABAYAN Bloc sa kongreso', 'that the reality']"
